"J Rock","Color: Black","Best robot vacuum","23 Dec 2020","We had one other robot vacuum and it was a terrible experience. Had to baby sit the thing constantly. This one does the job right! Efficient, never gets lost, built in maintenance schedule. Does a great job with our constantly shedding heeler. We’re amazed every time we empty the bin how much gets picked up.","5.0","0"
"Amazon Customer","Color: Black","Technology is “wow”, easy to use and limitless features","02 Feb 2021","- Software updates straight from the app - Robot makes a map of your house - Maintenance for the filters, reminders sent from the app - Connects perfectly to google home and siri Wow ~ very impressed! Easy to use, directions are simple, and the technology is limitless. Great value! One of my best purchases on Amazon :)","5.0","0"
"Daniel Wofford","Color: Black","Best robo vacuum I have ever had","09 Oct 2020","Does great mapping of each floor of your house. It keeps these maps and and uses them as references. Cleans great....it is a little bit larger than other ones I have had as its cant get under my sofa.","5.0","0"
"dgm55","Color: White","Incredible value","07 Jul 2021","The machine is amazing! Does a great job vacuuming and it’s mapping abilities are remarkable. Well worth the purchase price, very highly recommended!","5.0","0"
"S. Monroe","Color: Black","Best ever","27 Sep 2020","This is my first robot vac. I went with this choice based on many YouTube reviews. Easy to clean. Love how it gets into lots of nooks. I recommend people watch several reviews to choose their favorite.","5.0","0"
"James E.","Color: White","Worth the investment","11 Jan 2021","I have only used the lowest setting of suction power and it is working great.  I am very happy with the app, setting schedules and no go zones like under beds or dog food bowls.  I can’t believe I went years without getting one.","5.0","0"
"Tom S.","Color: Black","Worst product experience ever.","20 May 2021","Worst experience of my life. Here with my 80 year old dad.  Read reviews on line to get the “best” robotic vacuum for him.  It sucks.  Tried to download the app onto his phone, not sure, but comes up as either Japanese or Chinese and we can’t read either.  WTF!!!!  Can’t even plug it in without the app and get it to work. Major let down and I am very tech savvy.  Sooo disappointed. This company sucks.","1.0","0"
"Bookbum","Color: Black","Must have!","16 Jun 2021","We swept and mopped daily... until now.  It will vaccuum up bottle tops and mop the floor all in the same time it would take for you to donit manually. The zoning is great too! We couldnt ask for more.","5.0","0"
"Sickone","Color: Black","It Rocks.","20 Jul 2021","The thing won’t lock on my wifi. All the same the RoboRock - Rocks! I love it, my wife loves it. It does a great job!!!","4.0","0"
"James","Color: White","Don't buy this garbage","23 Oct 2020","I never write reviews. I've purchased hundreds of items on Amazon. I've now spent 10 hours trying to connect this piece of a junk to the Wifi network. I'm pretty tech savvy and have tried everything, multiple routers, multiple phones, ipads, etc, and it still won't connect. What a waste of time and money.","1.0","1"
"Jennifer C","Color: Black","Absolutely worth the money","27 Dec 2020","My first ever Robot vacuum and I am so happy with it! I spent $360 before tax. This price was worth it to me because of the options to make your own rooms and schedules in the app. The mop is an added bonus as I wasn't purchasing it for the mop function. It doesn't clean all stains but you can spray spots beforehand and it definitely helps. I can never go back to sweeping!","5.0","0"
"My Public Profile","Color: Black","Dream machine","01 Jul 2020","This is my second attempt at robot vacuums, first time I got what I paid for and had to return it. This time I am totally in love... This puppy went through my entire home without once getting stuck on it's first run, needing no assistance from me other than pausing it to empty the dirt bin. I  can't speak on longevity but my fingers are crossed.","5.0","0"
"Jimmy","Color: Black","Spend your money elsewhere","08 Feb 2021","Do not buy this piece of crap. Won't stay connected to the internet. Customer service phone number listed is no longer in service. Have to write an email to folks in China with very slow response times. Can only operate on a 2G router. Wish I could get my $600 back.","1.0","1"
"Kelley bonnert","Color: Black","Buy it now!!","02 Oct 2020","Love this item! We had a rumba for a long time and I hated the random traffic pattern. The roborock makes clean lines, maps our home and I can select where I want it to go! Love it and use it multiple times a day! The app is 5 stars! I don’t even have to be home to have it start a cleaning!","5.0","0"
"Outback","Color: White","Smart unit!","12 Mar 2021","Unit works very well.  Very smart. Low noise compared to our other robot. We named ours “Rosie” after Jetson’s robot maid, “she” is so good.","5.0","0"
"Tristan","Color: Black","This is THE robot vacuum","10 Apr 2021","This thing is the real deal. It’s what housewives dreamed of in the 50s. It goes in straight lines and vacuums room by room. I did a lot of research before buying this and I’m glad I did. Great robot","5.0","1"
"caitlyn do","Color: Black","Cant dock or charge after a week of usage.","21 Nov 2020","Unit was working great for a week, then it cant seem to dock/charge! Even if I manually placed the unit to charge, it wont charge.  Firmware is updated to latest.  I even clean the charging contact point on both the unit and the charging dock.  The only way it would charge is to unplug the dock then replug it in, then manually returning the unit back to charging dock. Hopefully the replacement unit wont have this issue.","2.0","1"
"Sandy Parkey","Color: White","Best investment ever!","02 Jun 2021","I LOVE this handy vacuum!  I have a toddler and 3 dogs and I just set this program to run while everyone is sleeping and we wake up to clean floors every day!  I am amazed by how much the devise sucks up every day!  Thank goodness for this life saver!","5.0","0"
"Holder of the Kindle","Color: White","Roborock > roomba > shark","19 Jul 2021","Better than Similar versions of roomba or shark units. I had both and had to return them due to series of issues and cleaning problems. I have a cat and 2 dogs, white kitchen flooring and slight cleanliness related ocd. This makes me an ideal candidate to review this. I like it a lot, 5/5.","5.0","0"
"JC Moneyman","Color: Black","Prefect Robo vacuum","30 Oct 2020","This cleans very well. Tile floor and carpet.  It also mops the floor for me. What I like BEST is setting a schedule and it just does its tri-weekly cleaning without my interaction!","5.0","0"
"wviking","Color: White","Impressive","12 Jul 2021","Impressive how much better the S6 cleans over my 5 year old Roomba 551.  I have not tried the mob yet.","5.0","0"
"LU","Color: White","Smart Robot Cleaner","28 Sep 2020","Only used it for 2 weeks so far and so far so good. It's very smart and does a decent job cleaning the high traffic areas. Haven't tried the mapping feature but heard it's good.","5.0","0"
"Sheri Nilson","Color: Black","Don’t buy","24 Sep 2020","This will not hook up to my WiFi and without that you can’t have it clean rooms. This is a 600$ vacuums and I’m really disappointed in it. I’ve emailed coustomer service and they gave me 10 new steps to get it working ( none of them worked. I will try now to return it.","1.0","1"
"Dhawal","Color: Black","Worth the price","07 Sep 2020","We were a little skeptical before buying this but it surely meets the expectations... We are using it for 2 different floor plans and it works great on every run.... All features are up to the mark  ...specific room cleaning, no-go zones etc. work really well Have not tried the mopping feature yet but, will update the review in case it has issues...","5.0","0"
"R. Smith","Color: Black","You get what you pay for","13 Jan 2021","The vacuum rips out pieces of carpet. The carpet gets twisted up in the side arm, which causes the vacuum to get stuck. It seems to do okay on hardwood floors. The battery charging takes forever, and it won’t run more than an hour without needing to recharge.","1.0","0"
"Andrew","Color: Black","Can't connect to 2.4 ghz wifi","28 Jul 2021","Can't connect to 2.4 ghz wifi, tried factory resetting, making a new wifi network, turning off & on, re-installing the app. Nothing works","1.0","0"
"chris thompson","Color: Black","Wonderful","04 Aug 2021","Have this set up to do a daily clean. It's a huge improvement and easy to use and add no go zones.","5.0","0"
"T. Curtin","Color: Black","So much quieter than my Roomba","17 Apr 2021","The floor feels really clean after it finishes.  Our Roomba didn't have nearly the suction and we really like the quietness and cleaning work this one does.","5.0","0"
"Anna","Color: White","Easy to setup!","14 Oct 2020","This Roborock s6 Pure is an affordable robotic vacuum with many features. It can map three floors, it use laser mapping, it has no-go lines, it has an efficient way of cleaning, easy to set up on the app, and a mop feature.","5.0","0"
"Lovey","Color: Black","Look something else","05 Oct 2020","To expensive the 200$ one’s got same features","1.0","1"
"Amazon Customer","Color: Black","Already Broken After 5 months","05 Jun 2021","Bought this vacuum to deal with pet hair/dirt in our home. Worked fairly well although it does get caught a lot on rugs, walls, etc. It was nice to be able to control it from my phone but for the price we paid it should have lasted longer than 5 months.","3.0","0"
"Tb Rdm","Color: Black","All of us need it","19 May 2021","This is the best thing I did for myself. It vacuums and mops both and surely it is a handful device. Surely not same as manual cleaning but still satisfied with the performance.","5.0","0"
"JM 101","Color: Black","Buyer Beware. Do not purchase!","26 Dec 2020","Beware...do not purchase this piece of crap product. Waste of $. Plus Amazon customer service phone number listed is no longer in service. Ridiculous!","1.0","2"
"Rick Null","Color: Black","This things is awesome!!!!","10 Aug 2021","This thing cleans flawlessly and returns back to its home every time. I had a different one and it lasted 2.5 years, not from this manufacturer, and was a pain every time. Thanks Roborock.","5.0","0"
"Hans  Zhang","Color: Black","Quite","23 Dec 2020","The machine is not loud as the one I used before. It freed me from sweeping the floor every single day. Great help, hope to buy earlier.","5.0","0"
"Liseetee","Color: Black","Gets stuck on curved legs of dining table","22 Jun 2021","It often gets stuck on the legs of my kitchen table. Then the vacuum stops until I move it and restart. Otherwise, I’m very pleased with this machine.","4.0","0"
"Geoffrey","Color: White","This device added $20/month to my electric bill.","31 May 2021","Works fine but this device added $20/month to my electric bill. We're cleaning <100 sqft a day, why does it need so much power? I've resorted to unplugging and replugging daily, ruining the convenience factor. I distrust what it's doing to burn so much power.","2.0","0"
"Dennis","Color: Black","Changed my days","13 Nov 2020","On thick carpets it gets stuck and disoriented, it is the only problem I see, and it lacks a little more suction, for the rest I love this vacuum cleaner","4.0","0"
"Mary A Kennedy","Color: White","Oh I ❤","08 Aug 2021","So got this for my birthday. Set it up and it took a few minutes to figure out. But now I am in love!  Woke up this morning to lines in the carpet and never heard it run over night! So far real happy!","5.0","0"
"P. Patel","Color: Black","Good hardware but crappy software","25 Jun 2021","Robot does a decent job in vacuuming things. App needs a makeover and scheduling function doesn’t work. Also Alexa function is almost unusable.","4.0","0"
"Jewels","Color: Black","My second one","07 Feb 2021","I love this vacuum, I have to be honest,I needed a second vacuum for our cottage, trying to cheap out i tried others, 3 to be exact. I ended on purchasing the newer model of my first, no comparisons guys, save your time and get this one, the mapping feature is very helpful, you can do zones, or separate rooms with the app.","5.0","0"
"Zoey","Color: White","Don’t Buy!! Battery isn’t working","18 Jul 2021","The robot couldn’t charge anymore since the 2nd time we used it. Tried everything found in the internet to troubleshoot, but kept getting “Errored: error 12 battery insufficiently charged” Luckily we can still return it. Bad product, don’t buy","1.0","0"
"Diana","Color: Black","Love Roborock!","22 Sep 2020","We love our Roborock! Its very convenient. It saves us a lot of time and does a better job than we could. Our floor and carpet looks a lot cleaner since we've had it. We are very impressed on how well it works and how much it picks up from within the carpet. I did a lot of research online before we bought it and Roborock always stood out in the reviews. I have recomded it to several family members and recommend it to anyone thinking of getting one.","5.0","0"
"Amazon Customer","Color: Black","We just got new vinyl plank floors and I absolutely love this robot vac.","10 Apr 2021","This works great. Even my husband is a fan.","5.0","1"
"Viktor","Color: Black","Does it what should and is pretty neat","16 Mar 2021","It does better than most of my girlfriends cleaning the floor without giving any attitude. Well done robot","5.0","0"
"J. Gonzalez","Color: White","easy to use and does good work","10 Jun 2021","is quiet and efficient. really smart vacuum. does a great job. easy to operate through the app.","5.0","0"
"Satisfied Customer","Color: White","Simply an awesome buy","02 Mar 2021","It is very consistent on areas to be cleaned. It scans by area and returns when completed or recharges and continues until complete. Awesome","5.0","0"
"Darleen D.","Color: Black","A very thorough, very reliable robovacuum!","25 May 2021","I like the Lidar technology that this vacuum has! It is very thorough in cleaning all the areas of our house. We have used this machine for several months now and it is still performing like new.","5.0","1"
"Bonnie J. Wright","Color: White","Make sure you have 2.4 MHz internet","21 Nov 2020","Contact their customer service if you have difficulty connecting to the internet.  They are very helpful.","3.0","1"
"jefhein","Color: Black","Sent me a used item","02 May 2021","Never ran it. Hair clogged brush. Dirty opened box. Was definatly used.  Returned item.","1.0","0"
"Mr. Pres.","Color: Black","Great Robot Vaccum that can mop too!","16 Mar 2021","Love this vacuum.  The ability to vacuum and mop is amazing!!  The LIDAR Mapping is also amazing.","5.0","0"
"Susan Meldau","Color: Black","Game Changer","30 Jan 2021","This vacuum is a game changer for everyday maintenance of your home.  It does an excellent job transitioning from carpet to floors, climbs right over high door bucks.  I'm thrilled not to be angry at my husband for bringing in dirt from outside, just start the S6 and forget about it.  Wish I had gotten this along time ago.  Thrilled!!","5.0","0"
"vipul patel","Color: Black","best Robot Vacuum Cleaner","08 Jun 2020","This Roborock S6 Pure Robot Vacuum Cleaner is very good and has not miss any spot to clean for vacuum and wet mop. It is works very nice smooth and not noisy. I can buy again.","5.0","0"
"Chi Zhang","Color: White","Amazing little robot","23 May 2021","Absolutely amazing little robot, does multi floor well, also filter is relatively easy to clean. Will likely buy Roborock exclusively from now on.","5.0","0"
"Peter B.","Color: Black","A++","07 Jul 2020","Im very impressed so far. Time will tell if it will last or degraded but so far I’m very impressed. Don’t plan on using the mop so I cannot speak to that, but the vac function is really really good. Only negative is if you make multiple floors (works flawlessly) you lose the ability to schedule reoccurring cleanings. It’s my understanding roborock is working on this. But seriously this thing picks up so much I cannot be mad.","5.0","0"
"Michelle Young","Color: Black","Highly recommended!","18 Apr 2021","Very very good and we love it. Price is good and super help for clean the house","5.0","0"
"Sarena","Color: Black","not worth it","21 Feb 2021","get a different brand or something this one sucks. actually, no it doesn't and thats the problem. waste of money.","1.0","0"
"Shawn S.","Color: Black","Much better then others. Love it.","19 May 2021","App is great. Suction power is very good. Brush and all other parts very easy to clean. But mopping need much improvement. On my my moping attachment velcro is already coming off after 2 months of use. Which holds the mop cloth.","5.0","0"
"Kayla S.","Color: White","The best of the best","11 Feb 2021","Don't waste your money buying vacuums that you think will be as good as this one; I purchased two different robots hoping they would be. This vacuum is far superior to the other robots! Amazing suction and mapping. I can run my Dyson behind the not and will notice little to nothing in the basket.","5.0","0"
"Amazon Customer","Color: Black","Intelligent mapping robot vacuum","17 May 2020","I've had it for a little over one week now and it has been great.  Had Eufy 11s which wandered aimlessly around the house missing lots of dirt.  This Roborock is quite intelligent and gets every inch of the floor it can get to.  Mapping on multiple floors has been great since the upgrade to the firmware/software this past week.  She's a welcome addition to the home.","5.0","0"
"Elma","Color: White","not worth the money","02 Nov 2020","I got this vacuum and mop. it's easily find the map and the power is good but it still need to be more powerful to suck all the hair! will try the mop and update","3.0","0"
"san","Color: Black","It’s good depends on what you want","16 Dec 2020","It’s good so you can schedule and forget it. Good with multistory home with beta version still. Suction not good enough, sometimes requires multiple runs to spot clean. Get stuck with object height of .5” also.","4.0","0"
"Allend","Color: Black","Buy this one, this one is awesome!","16 Jun 2021","I love this device.  I have two and this one is far better and better with the map, zones, and scheduling,  WTG!","5.0","0"
"Vamfoom","Color: White","Smart and effective robot vacuum","01 May 2021","Very good at cleaning. Smart and easy to use.","5.0","0"
"D Kim","Color: Black","Amazing technology, good app!","01 Aug 2020","Seriously awesome technology. This vacuum is so smart, when you watch it at work you’re shocked at how it knows to turn around chair legs with ease and navigate the room so efficiently. The app is easy to use and you can program it so that it doesn’t get on high pile carpet with a no go zone or limit mopping to just your hardwood areas. Highly recommend.","5.0","0"
"Alejandro Caceres","Color: White","I love it","11 Aug 2021","Best way to keep you house clean, does the job with no problem. LOVE IT.","5.0","0"
"jamieos62","Color: Black","Perfect and even better than expected","20 May 2021","Reviews helps - and were accurate. Mopping it a great feature!!","5.0","0"
"Lily J","Color: White","It works, keeps my house clean","08 Nov 2020","This robot is good at drawing maps; and it can store multiple maps. The suction power is great on our wooden floor. Using app on my phone to control it is fine, but I still want to have a remote control with one button click start.","5.0","0"
"Amazon Customer","Color: Black","Best Customer Service","12 Jul 2020","Once I figured out on dividing and merging rooms on mapping, it is so convenient to clean the floors where and when I want.  I have received the best customer service ever during the process of learning about the app and the device!  Thank you Customer Service!!!","5.0","0"
"Erika","Color: Black","Excelente succión","13 Jul 2020","encantada con esta marca y esta compra,  lo que me admiro es el mapeo y es este producto la succión, no se atora en la alfombra como el s5","5.0","0"
"Wladislav  Belyahov","Color: Black","Very dissatisfied with the product.","05 Jan 2021","A very bad battery, I ordered two robots, one stopped working literally as soon as it was opened, stopped charging from the first one I bought in early July and already stopped charging, I do not recommend buying this product.","1.0","1"
"Amazon Customer","Color: Black","Love it. Would buy again","12 Jul 2021","Love this vacuum. Does a great job. I would buy it again and would recommend. Does a great job with dog hair and generic dirt etc. we have wood abs tile floors and one small area shag rug. It does not get onto the shag rug so it’s never stuck there. Goes under tables and couches etc with no issues.","5.0","0"
"MikeG","Color: White","Awesome!!","30 Sep 2020","I have owned several robovacs in the past this is the best one yet seriously this one does a fantastic job","5.0","0"
"Meagan","Color: Black","Buy it","23 Feb 2021","Love it! As long as you keep up on cleaning the robot it will work great!","5.0","0"
"Courtney","Color: Black","Absolute must have if you have wood floors and a dog","22 Jun 2021","I never review items that I buy but I had to for this vacuum.  It’s incredible.  Absolutely a must have for anyone that’s got wood floors and a dog.  I set it to clean every night and cannot believe how well it works.. highly recommended!","5.0","0"
"Mafer","Color: Black","Like description and photo, I love it.!","19 Dec 2020","Your browser does not support HTML5 video. exact description, excellent quality, perfect 🤩","5.0","0"
"Dani","Color: Black","Best robot vacuum!","10 Jul 2020","I did alot of research before buying this vacuum and I'm glad it paid off! This is a wonderful robot. So easy to use and maintain. I am so thankful for all the time I save!","5.0","0"
"Srisai Chittiboyina","Color: Black","Roborock S6 does a great job vacuuming and mopping","26 Jul 2020","Loved it!! This Roborock S6 does a great job vacuuming and mopping on both levels. Leave your cleaning job to Robo it will does it for your restlessly. I would definitely recommended. The only small issue was the side rotating rubber wheel, which was getting struck with the carpet. I did follow-up the issue with Roborock and they were very responsive, getting different type of replacement brush. (not rubber).","5.0","0"
"Amazon Customer","Color: Black","Terrible buy,","06 Jul 2021","Huge waste of money , the battery is subpar at best , the machine dies before finishing half of one room. It hardly vacuums anything at all , if your room is not near empty it will be difficult to map the room with the device leaving some areas untouched at all.","1.0","0"
"Chen Shuo","Color: Black","Love it!","08 Oct 2020","Who would want to sweep the floor now a days, this saved my life. The only downside is I would need to buy a couple mops or wash the mop manually during cleaning, I wish it could come up with a self-clean function soon.","5.0","0"
"ZQ","Color: Black","So efficient and intelligent in pathfinding that it's eerie","04 Aug 2020","This was an upgrade from a 15 year old Roomba, so I anticipated a few improvements. I was still blown away by how accurate and location-aware the vacuum is. It also knows when to boost suction on carpet and how to make a beeline for the charging base. My first floor used to take over an hour for the Roomba to reliably cover, and this vacuum does it in precisely 33 minutes each time.","5.0","0"
"ismail yildirim","Color: Black","Suction is great","02 Apr 2021","Suction is way better than other robot vacuums I purchased before","5.0","0"
"Atwal Adwok","Color: Black","Very unreliable.","26 Nov 2020","The robot keeps stopping and saying it is stuck between obstacles while there is nothing around it. It often skips large patches of ground as if there is an obstacle while there is nothing, it often has a lot  of trouble returning to the dock even if it is a straight path from it, it consistently skips wall edges, and is generally very unreliable. I regret buying.","1.0","0"
"Elliott","Color: Black","Rosie you’re the One!","10 Feb 2021","Picks up more than I expected it would. Our house feels much cleaner now.","5.0","0"
"Douglas Pyle","Color: Black","Robot vaccum keeps wife happy","17 Dec 2020","This is the vaccum to have if you run thru the house with dirty boots on all night looking for beer while working on garage projects as your better half sleeps","5.0","0"
"VJ","Color: Black","Ok for open spaces and basic cleaning but….not anything worth","12 Jul 2021","Didnt meet expectations for cleaning","2.0","0"
"Ms.Edwards","Color: White","Helpful","27 Jul 2021","Love my Roborock.","5.0","0"
"Lisa Chang","Color: Black","Commuting roborock","15 Aug 2020","Best bang for the bucks. I take it between two locations for cleaning. Other than having to reset wifi (which is super fast to begin with), the machine works wonders.","5.0","0"
"shchak","Color: White","One wheel stuck in less than 3 months","31 May 2021","It is less than 3 months , one wheel is stuck and vacuum cannot align itself. Update: Thanks for fast support, Vacuum got fixed in less than a week.","3.0","1"
"ataleb52","Color: Black","Good vacuum, terrible mop","13 May 2021","I tried this one and now have the S7 and I'm convinced there is no good vacuum/mop combo. I'd rather save the money and get just the vacuum.","3.0","0"
"Anangelslove","Color: Black","Love it","10 Dec 2020","This is amazing! So glad I got this robot vacuum/mop!!! Works great!","5.0","0"
"Dawn Shave","Color: Black","Awesome machine!","01 Jul 2020","Best purchase ever!  Replaced a different robotic vacuum with Rosie (my name for her).  She is awesome and I am picky!","5.0","0"
"k","Color: Black","Great vacuum","08 Jun 2021","Cleans well and is not noisy. Highly recommend","5.0","0"
"Victoria Jackson","Color: Black","Cleans great","10 Apr 2021","A little noisy but it cleans amazingly.","5.0","0"
"Jewelee","Color: Black","it works, best investment ever!","29 Jun 2020","If I could give this 10 stars I would. LOVE LOVE LOVE this thing! I run it on zone setting every other day depending on where we have the most traffic. Picture is after using the mop setting the first time. I used the robo for 2 weeks, deep cleaned my house including regular mopping, and then ran robo on a vac then mop cleaning. Wow!!!!! So much junk off my floors!","5.0","0"
"Rusty Smith","Color: White","Do not buy. Xaiowa is better","17 Dec 2020","If you're looking for something that continually gets stuck in the same place, never quite makes it back to the charger on its own then buy this one.","1.0","1"
"Donna","Color: White","Great job","27 Dec 2020","It worked great. Easy set up and was amazed at how well it cleaned. It didn't take long to map out the house and set up the no go zones.","5.0","0"
"James Colmenares","Color: White","Todo bien","09 Aug 2021","Todo bien","4.0","1"
"William","Color: White","Works great everytime.","01 Feb 2021","This little vacuum works great on hardwood floors.  The app allows you to setup reoccurring schedules.  Have yet to use the mop feature.","5.0","0"
"Sandy LL","Color: Black","love","04 Jul 2021","very good","5.0","0"
"jasond","Color: Black","Works great","17 Nov 2020","Replaced our older Rumba with this one and absolutely love it","5.0","0"
"Dasha","Color: Black","Very satisfied with the purchase","08 Jul 2020","This thing is a live saver! And mopping feature is great too, even though it only uses water to clean. I did a lot of research before buying this and I am very satisfied. This vacuum cleans well and does it fast. It also support multi floor layouts, which has been useful ever since we moved to a 2-floor apartment. App is nice and very simple to use too.","5.0","0"
"ericandy","Color: Black","Highly recommend , free hands and time. Love it","30 Mar 2021","I never knew there was so much dust in my house, it is a great invention to free time and hands. A little noise but does not affect the mobile phone APP can adjust the noise low, can be perfect cleaning under the bed and sofa can not be cleaned. My cat gets scared at first but it gets used to it.","5.0","0"
"Dawn Mantooth","Color: Black","Huge helper!!!!","10 Aug 2020","Love this vacuum! It works perfect and as specified in the description. I recommend it to all my friends and family.","5.0","0"
"bkuser89","Color: Black","Good product","09 Aug 2020","Pro: vacuum suction is good - change room to carpet room, there is option to increase suction speed when it his carpet Floor mop feature is good","5.0","0"
"LeeGee Nelson","Color: Black","So happy we purchased a second one!","30 Jan 2021","This is our second Roborock. Our first was the E4 which were really liked, but moved up a notch to the S6 because of added features. We put the E4 in our lower level, and the S4 on our main level. WE LOVE the quality and performance of both units. Both are user friendly too...Highly recommend!","5.0","0"
"kisha","Color: Black","Great product","07 Feb 2021","Best $$$ I’ve spent ever. I love rocky","5.0","0"
"Elizabeth","Color: Black","LOVE IT!","17 Nov 2020","Best investment I've ever made. I bought a Roomba at the same time and ended up returning it. I'm so much happier with my Roborock! The app works really well too.","5.0","1"
"Jack G","Color: Black","Excellent Robot cleaner","07 Jul 2020","I replaced a 2014 robot with this RoboRock unit. The Roborock has great featues including superior suction and excellent control of vacuum areas through the App. After the great performance in my main home, I bought another RoboRock Pure for a second home. This works and cleans on a grid program.","5.0","0"
"Debra Mason","Color: Black","So far so okay...","27 Jan 2021","Just started using the little guy. So far he works well. However, I purchased a “new” item and was sent a used one...with dust still in it and the label cut off the box with the return bar code inside. Will update after it finishes mapping and cleaning the floor","4.0","0"
"David Cox","Color: White","Don’t buy totally not worth it.","07 Nov 2020","Vacuum ok. Moping no good at all.","1.0","2"
"Amazon Customer","Color: Black","Great","19 Nov 2020","I am so impressed with the job it does I just can't believe it!","5.0","0"
"Frazontra G.","Color: Black","Vacuum","23 Aug 2020","It's great but has trouble redirecting its self It cleans great.","4.0","0"
"Ghazal","Color: White","It does not work after only 4 month purchse","24 Jun 2021","I bought this couple of month ago and only used it 2 times per month for my little apartment. It does not work anymore and needs to be repaired! Amazon do not take it back since it passed the 30 days return rule. I repeat, DO NOT BUY THIS PRODUCT!","1.0","0"
"Johnny (Juan) Velasquez","Color: Black","As described","03 Jan 2021","Works great. Cleans great. Easy to use","5.0","0"
"Hrishikesh Prabhune","Color: Black","Amazing product","07 Sep 2021","This robot is an amazing product to have. It is smart, does the job amazingly. So far so good.","5.0","0"
"Shannon G.","Color: Black","Not worth it","17 Jul 2020","Only had one month and getting error codes","1.0","2"
"Gabriel","Color: White","Worked well, but big noises after a few months","18 Jan 2021","It’s very convenient, but it developed big noises after a few months normal usage.","3.0","0"
"Andrea","Color: Black","Una de las mejores compras","07 Jan 2021","Lo tengo ya al redeor de 15 días y me ha sorprendido, funciona bien, buena succion.. Espero siga así","5.0","0"
"JSyang","Color: White","Save your time, save your life!!","18 Jun 2021","I love the schedule functions! twice a week to keep your house clean!!!","5.0","1"
"AlwaysLearning","Color: Black","house is clean and wife is happy!","08 Aug 2020","It supports multiple floors! Run smoothly, and more intelligent than previous model and can react to obstacle faster. I use it to cover 1 floor every day, and 2nd floor weekly. It's much much better than two Roomba I owned before. Go vSLM and LIDAR!","5.0","0"
"Hannah Myler","Color: Black","Robot Vacuum","20 Aug 2021","Love that you can hook it up to your phone. Easy to use. The mop feature doesn’t do much but it does work technically!","4.0","0"
"Sherry","Color: White","Not bad","06 Feb 2021","Just bought this robot for several months, but it seems like that it can not go back to the dock sometimes even if the robot just 2 meters away from the dock and sometimes it may get stuck by rug without any warning, so I can't just leave it alone.","3.0","0"
"Karen E Mitchell","Color: Black","Amazing","09 Oct 2020","I love this vacuum.  I don't know how I've lived without it this long.","5.0","0"
"Nathan Sillyman","Color: Black","Awesome awesome awesome","21 Jan 2021","This thing is freaking awesome. We pulled like 20 full dust bins out so far. I can’t believe how unclean our apt was prior to getting this device. Thank you Roborock people. Your ai and technical expertise are greatly appreciated by our household","5.0","0"
"R. Stanley","Color: Black","Best Lidar Guided Botvac","05 Sep 2020","This is my third botvac and it is the best one so far","5.0","0"
"Kathy Bassett","Color: White","Get one !","09 Dec 2020","I love this way too much! It keeps the floors clean of hair and dust. Fast and quiet too.","5.0","0"
"Max Bevan","Color: Black","Love this product so much I needed 2!","08 Aug 2020","Loved my first Roborock and loving my second one! The S6 pure is a great automatic vacuum and keeps our house clean from dirt. Such smart technology, it perfectly maps out my houses floor plan and hits all the areas with precision. I would super recommend if you are looking for a fair priced high quality product.","5.0","0"
"Linda","Color: Black","So far this thing is great","12 Sep 2021","I was worried that our small condo was too complicated to use effectively but I have vacuumed twice and zone moped and very pleased.","5.0","0"
"sridhar reddy","Color: Black","Doesn’t mop properly and battery is meh","21 Jun 2021","Mopping ain’t upto the mark Battery could be better","1.0","0"
"Rachel  Free","Color: Black","Amazing vacuum with great suction!!!!","08 Oct 2020","This vacuum can pick up all my dogs hair!! I have yet to have a problem with the suction and I have had it for six months. We also have 6 people in our house. It has amazing suction and has never ran out of battery on me!!","5.0","0"
"mark armour","Color: Black","A Huge Time-Saver","12 Aug 2020","Love the Roborock! We run it almost every day - saves us a ton of time and is especially great for picking up a lot of fine dust particles. The mop feature is pretty good too although if you need heavy duty mopping, this isn't suited to that. Love that you can program it for certain areas. Have recommended it to many friends.","5.0","0"
"Me101","Color: Black","Works well","30 Jun 2021","My only complaint is the size of the dust bin. It’s fills up quick with my doggo. So just vacuum everyday and it’s not a problem lol. Also the mopping feature is great","4.0","0"
"Mike C","Color: Black","Sweeps well. Mops...less so.","18 Nov 2020","The mapping is fantastic and the app is easy to use. Not having to use strips to prevent it going onto certain areas is a major plus. Mopping is where this falls quite a bit short, but overall very happy with my purchase.","4.0","0"
"Lynn Heinz","Color: White","No back pain from vacuuming!!!!","24 Jul 2021","Use it in zone mode every 3 or 4 days. Suction is great- empty dish every time I use it do suction must be great!!!","5.0","0"
"Sandi","Color: Black","Easy cleaning!","15 Jun 2020","Does a wonderful job cleaning . Easy to set up with map and app. Trying to connect with Alexa!","4.0","0"
"JH","Color: Black","Best present","10 Dec 2020","Absolutely best present I've bought myself. Took me a little bit to figure out the map, but then it's easy. Love it!","5.0","0"
"Elizabeth","Color: White","So happy!","11 Mar 2021","Best. Purchase. EVER!","5.0","0"
"USAA Platinum","Color: Black","It works beyond my wildest imagination!","27 Sep 2020","Best thing I ever bought for myself.","5.0","0"
"Gegham","Color: Black","good","07 Feb 2021","good","5.0","0"
"Amie","Color: Black","Works greats.","10 Jul 2021","We use it to clean the lake cabin. It works on all our surfaces (carpet, linoleum, and area rugs).  ""Rosie"" works great.","5.0","0"
